page,weight,word,evidence,question,sentence,final
List of Chinese monarchs,-0.51,32,"{'confidence': -0.5074326170329201, 'final': False}",77,0,False
Zhou dynasty,-0.86,34,"{'confidence': -0.8609732533333334, 'final': False}",77,0,False
Han Chinese,-0.22,8,"{'confidence': -0.2234414893925, 'final': False}",77,1,False
Mongols,-0.00,13,"{'confidence': -0.00020875384666666668, 'final': True}",77,1,True
Mongols,-0.00,19,"{'confidence': -0.00017658202943333335, 'final': True}",77,1,True
Mongols,-0.00,26,"{'confidence': -0.00026636011176666666, 'final': True}",77,1,True
Mongols,-0.00,30,"{'confidence': -0.0002573281495333333, 'final': True}",77,1,True
Mongols,-0.00,7,"{'confidence': -4.355869333333333e-06, 'final': True}",77,2,True
Mongols,-0.00,13,"{'confidence': -1.89632541e-05, 'final': True}",77,2,True
Mongols,-0.00,18,"{'confidence': -2.150626455e-05, 'final': True}",77,2,True
Mongols,-0.00,22,"{'confidence': -3.7051848833333333e-06, 'final': True}",77,2,True
Mongols,-0.00,7,"{'confidence': -6.767415e-05, 'final': True}",77,3,True
Mongols,-0.00,11,"{'confidence': -1.1890503333333334e-05, 'final': True}",77,3,True
Mongols,-0.00,17,"{'confidence': -9.148819e-06, 'final': True}",77,3,True
Mongols,-0.00,18,"{'confidence': -2.4336791666666663e-06, 'final': True}",77,3,True
Mongols,-0.00,18,"{'confidence': -2.4336791666666663e-06, 'final': True}",77,3,True
Leon Trotsky,-0.00,6,"{'confidence': -0.0010090861100000002, 'final': False}",78,0,False
Anti-Apartheid Movement,-0.13,12,"{'confidence': -0.1331425789482, 'final': False}",78,0,False
Anti-Apartheid Movement,-0.12,20,"{'confidence': -0.12345470711147999, 'final': False}",78,0,False
Anti-Apartheid Movement,-0.04,29,"{'confidence': -0.035134345981890004, 'final': False}",78,0,False
Anti-Apartheid Movement,-0.13,7,"{'confidence': -0.12890753761489998, 'final': False}",78,1,False
Anti-Apartheid Movement,-0.13,13,"{'confidence': -0.12704773857013998, 'final': False}",78,1,False
Anti-Apartheid,-0.03,18,"{'confidence': -0.026858978934987496, 'final': False}",78,1,False
Civil Rights Movement (United States),-0.29,25,"{'confidence': -0.2889599027165714, 'final': False}",78,1,False
Sullivan Principles,-0.01,28,"{'confidence': -0.013802816666666667, 'final': False}",78,1,False
Anti-Apartheid Movement,-0.09,7,"{'confidence': -0.08770453428088001, 'final': False}",78,2,False
Anti-Apartheid Movement,-0.08,13,"{'confidence': -0.076152576956068, 'final': False}",78,2,False
Anti-Apartheid Movement,-0.12,18,"{'confidence': -0.11560390526299999, 'final': False}",78,2,False
Anti-Apartheid Movement,-0.05,25,"{'confidence': -0.04695645138496, 'final': False}",78,2,False
Apartheid,-0.16,28,"{'confidence': -0.1639883553644, 'final': False}",78,2,False
Apartheid,-0.10,7,"{'confidence': -0.10324814819187667, 'final': False}",78,3,False
Apartheid,-0.00,13,"{'confidence': -9.246117416666668e-05, 'final': True}",78,3,True
Apartheid,-0.00,18,"{'confidence': -0.0006119680456666667, 'final': True}",78,3,True
Apartheid,-0.00,20,"{'confidence': -0.0034293399136666666, 'final': False}",78,3,False
Apartheid,-0.00,20,"{'confidence': -0.0034293399136666666, 'final': False}",78,3,False
Richard Nixon,-0.00,7,"{'confidence': -0.000414164535, 'final': False}",79,0,False
Richard Nixon,-0.05,13,"{'confidence': -0.0485862530375, 'final': False}",79,0,False
Dwight D. Eisenhower,-0.05,19,"{'confidence': -0.05449441266499667, 'final': False}",79,0,False
Dwight D. Eisenhower,-0.03,24,"{'confidence': -0.03047318257166834, 'final': False}",79,0,False
Dwight D. Eisenhower,-0.03,27,"{'confidence': -0.027231729642813337, 'final': False}",79,0,False
Dwight D. Eisenhower,-0.00,7,"{'confidence': -0.0006885573394750001, 'final': True}",79,1,True
Dwight D. Eisenhower,-0.11,14,"{'confidence': -0.114648808600535, 'final': False}",79,1,False
Kwame Nkrumah,-0.00,21,"{'confidence': -0.00037772208188571434, 'final': True}",79,1,True
Gamal Abdel Nasser,-0.00,25,"{'confidence': -0.00026708745792, 'final': True}",79,1,True
Gamal Abdel Nasser,-0.03,5,"{'confidence': -0.02742542889681, 'final': False}",79,2,False
Kwame Nkrumah,-0.00,10,"{'confidence': -4.299579857142857e-07, 'final': True}",79,2,True
Kwame Nkrumah,-0.00,14,"{'confidence': -7.236832271428572e-07, 'final': True}",79,2,True
Kwame Nkrumah,-0.00,20,"{'confidence': -3.831013214285714e-07, 'final': True}",79,2,True
Kwame Nkrumah,-0.00,21,"{'confidence': -2.574984242857143e-07, 'final': True}",79,2,True
Kwame Nkrumah,-0.00,5,"{'confidence': -7.981988542857143e-07, 'final': True}",79,3,True
Kwame Nkrumah,-0.00,12,"{'confidence': -8.194585185714287e-07, 'final': True}",79,3,True
Kwame Nkrumah,-0.00,13,"{'confidence': -2.915566071428572e-07, 'final': True}",79,3,True
Kwame Nkrumah,-0.00,6,"{'confidence': -1.22815685e-06, 'final': True}",79,4,True
Kwame Nkrumah,-0.00,12,"{'confidence': -6.215086142857143e-07, 'final': True}",79,4,True
Kwame Nkrumah,-0.00,14,"{'confidence': -4.118872425714285e-06, 'final': True}",79,4,True
Kwame Nkrumah,-0.00,14,"{'confidence': -4.118872425714285e-06, 'final': True}",79,4,True
Mali Empire,-0.07,8,"{'confidence': -0.06803682066666666, 'final': False}",80,0,False
Sikh Empire,-0.12,13,"{'confidence': -0.12061696415866667, 'final': False}",80,0,False
Safavid dynasty,-0.23,19,"{'confidence': -0.2344970025, 'final': False}",80,0,False
Qing dynasty,-0.00,24,"{'confidence': -0.0007091005142166666, 'final': True}",80,0,True
Ethiopia,-0.00,29,"{'confidence': -0.0003538603425, 'final': True}",80,0,True
Portuguese Empire,-0.13,32,"{'confidence': -0.1298416334031625, 'final': False}",80,0,False
Ethiopia,-0.02,5,"{'confidence': -0.018951083820000002, 'final': False}",80,1,False
Ethiopia,-0.09,11,"{'confidence': -0.09391265733000001, 'final': False}",80,1,False
Ethiopia,-0.04,16,"{'confidence': -0.04357373288, 'final': False}",80,1,False
Ethiopia,-0.00,21,"{'confidence': -0.00438166119, 'final': False}",80,1,False
Ethiopia,-0.00,22,"{'confidence': -0.0011437157981624999, 'final': True}",80,1,True
Ethiopia,-0.00,6,"{'confidence': -0.0003757864925, 'final': True}",80,2,True
Ethiopia,-0.00,12,"{'confidence': -0.0028844722264999996, 'final': True}",80,2,True
Ethiopia,-0.01,18,"{'confidence': -0.0061367197281625, 'final': False}",80,2,False
Ethiopia,-0.04,19,"{'confidence': -0.035487882, 'final': False}",80,2,False
Ethiopia,-0.15,7,"{'confidence': -0.14999307695666667, 'final': False}",80,3,False
Ethiopia,-0.00,13,"{'confidence': -0.000929103255, 'final': True}",80,3,True
Ethiopia,-0.01,20,"{'confidence': -0.0149013708531625, 'final': False}",80,3,False
Ethiopia,-0.02,23,"{'confidence': -0.02170804555, 'final': False}",80,3,False
Ethiopia,-0.02,23,"{'confidence': -0.02170804555, 'final': False}",80,3,False
Water,-0.00,7,"{'confidence': -2.129266e-05, 'final': False}",81,0,False
Unilever,-0.06,13,"{'confidence': -0.055285642821899995, 'final': False}",81,0,False
Water,-0.00,17,"{'confidence': -0.0011165233, 'final': True}",81,0,True
Palm oil,-0.00,23,"{'confidence': -0.00025366, 'final': True}",81,0,True
Palm oil,-0.00,8,"{'confidence': -0.0004917464133333333, 'final': True}",81,1,True
Palm oil,-0.09,15,"{'confidence': -0.08791388010000001, 'final': False}",81,1,False
Palm oil,-0.02,20,"{'confidence': -0.0232410319075, 'final': False}",81,1,False
Wood,-0.00,28,"{'confidence': -1.1756368e-05, 'final': True}",81,1,True
Wood,-0.00,6,"{'confidence': -7.8033605e-05, 'final': True}",81,2,True
Wood,-0.00,13,"{'confidence': -0.00025907462, 'final': True}",81,2,True
Wood,-0.00,17,"{'confidence': -4.5848617e-05, 'final': True}",81,2,True
Wood,-0.00,6,"{'confidence': -2.8444882e-05, 'final': True}",81,3,True
Wood,-0.00,10,"{'confidence': -0.000113913906, 'final': True}",81,3,True
Wood,-0.08,17,"{'confidence': -0.08315911, 'final': False}",81,3,False
Wood,-0.17,19,"{'confidence': -0.165415, 'final': False}",81,3,False
Wood,-0.02,7,"{'confidence': -0.017141987, 'final': False}",81,4,False
Wood,-0.00,14,"{'confidence': -3.6789137e-05, 'final': True}",81,4,True
Wood,-0.00,17,"{'confidence': -0.00016182278, 'final': True}",81,4,True
Wood,-0.00,17,"{'confidence': -0.00016182278, 'final': True}",81,4,True
Spanish Inquisition,-0.01,7,"{'confidence': -0.00682803570755, 'final': False}",82,0,False
Anji Bridge,-0.15,13,"{'confidence': -0.15362490203021667, 'final': False}",82,0,False
Lingqu Canal,-0.04,21,"{'confidence': -0.036420941840974996, 'final': False}",82,0,False
Sui dynasty,-0.36,26,"{'confidence': -0.35807353733999997, 'final': False}",82,0,False
Great Wall of China,-0.19,33,"{'confidence': -0.18786797434091002, 'final': False}",82,0,False
Anji Bridge,-0.02,35,"{'confidence': -0.021040891809099998, 'final': False}",82,0,False
Anping Bridge,-0.31,8,"{'confidence': -0.31216218627821335, 'final': False}",82,1,False
Anping Bridge,-0.35,13,"{'confidence': -0.3507892837412167, 'final': False}",82,1,False
Marco Polo Bridge,-0.12,20,"{'confidence': -0.12056001687010999, 'final': False}",82,1,False
bridge [accept Anji Bridge; accept Battle of Luding Bridge; accept Marco Polo Bridge Incident; accept Wuhan Yangtze Great Bridge; accept Wuhan First Yangtze Bridge; accept First Bridge of the Yangtze),-0.48,8,"{'confidence': -0.4843495, 'final': False}",82,2,False
bridge [accept Anji Bridge; accept Battle of Luding Bridge; accept Marco Polo Bridge Incident; accept Wuhan Yangtze Great Bridge; accept Wuhan First Yangtze Bridge; accept First Bridge of the Yangtze),-0.01,14,"{'confidence': -0.01333023, 'final': False}",82,2,False
bridge [accept Anji Bridge; accept Battle of Luding Bridge; accept Marco Polo Bridge Incident; accept Wuhan Yangtze Great Bridge; accept Wuhan First Yangtze Bridge; accept First Bridge of the Yangtze),-0.01,21,"{'confidence': -0.01290031, 'final': False}",82,2,False
bridge [accept Anji Bridge; accept Battle of Luding Bridge; accept Marco Polo Bridge Incident; accept Wuhan Yangtze Great Bridge; accept Wuhan First Yangtze Bridge; accept First Bridge of the Yangtze),-0.00,23,"{'confidence': -0.0008358352, 'final': True}",82,2,True
Marco Polo Bridge,-0.10,7,"{'confidence': -0.09518896442388335, 'final': False}",82,3,False
bridge [accept Anji Bridge; accept Battle of Luding Bridge; accept Marco Polo Bridge Incident; accept Wuhan Yangtze Great Bridge; accept Wuhan First Yangtze Bridge; accept First Bridge of the Yangtze),-0.03,14,"{'confidence': -0.0279523, 'final': False}",82,3,False
bridge [accept Anji Bridge; accept Battle of Luding Bridge; accept Marco Polo Bridge Incident; accept Wuhan Yangtze Great Bridge; accept Wuhan First Yangtze Bridge; accept First Bridge of the Yangtze),-0.00,15,"{'confidence': -0.0014884351, 'final': True}",82,3,True
bridge [accept Anji Bridge; accept Battle of Luding Bridge; accept Marco Polo Bridge Incident; accept Wuhan Yangtze Great Bridge; accept Wuhan First Yangtze Bridge; accept First Bridge of the Yangtze),-0.01,7,"{'confidence': -0.008403814, 'final': False}",82,4,False
bridge [accept Anji Bridge; accept Battle of Luding Bridge; accept Marco Polo Bridge Incident; accept Wuhan Yangtze Great Bridge; accept Wuhan First Yangtze Bridge; accept First Bridge of the Yangtze),-0.00,12,"{'confidence': -5.6576944e-05, 'final': True}",82,4,True
bridge [accept Anji Bridge; accept Battle of Luding Bridge; accept Marco Polo Bridge Incident; accept Wuhan Yangtze Great Bridge; accept Wuhan First Yangtze Bridge; accept First Bridge of the Yangtze),-0.00,16,"{'confidence': -0.00052586896, 'final': True}",82,4,True
bridge [accept Anji Bridge; accept Battle of Luding Bridge; accept Marco Polo Bridge Incident; accept Wuhan Yangtze Great Bridge; accept Wuhan First Yangtze Bridge; accept First Bridge of the Yangtze),-0.00,16,"{'confidence': -0.00052586896, 'final': True}",82,4,True
Decade,-0.03,6,"{'confidence': -0.0299522723, 'final': False}",83,0,False
Circle of Seven,-0.00,12,"{'confidence': -0.00018902628999999997, 'final': True}",83,0,True
1930s in Iraq,-0.10,19,"{'confidence': -0.0969730800094, 'final': False}",83,0,False
1940s in Iraq,-0.11,27,"{'confidence': -0.10775687943673003, 'final': False}",83,0,False
1940s,-0.00,29,"{'confidence': -1.5445874333333331e-06, 'final': True}",83,0,True
1940s,-0.00,7,"{'confidence': -3.0764416000000004e-05, 'final': True}",83,1,True
1940s,-0.02,14,"{'confidence': -0.018643266073216667, 'final': False}",83,1,False
1940s,-0.01,20,"{'confidence': -0.009782917741216667, 'final': False}",83,1,False
1940s,-0.01,26,"{'confidence': -0.00649031007455, 'final': False}",83,1,False
1940s,-0.00,31,"{'confidence': -0.0004183555054433333, 'final': True}",83,1,True
1940s,-0.00,5,"{'confidence': -2.259809526666667e-06, 'final': True}",83,2,True
1940s,-0.01,11,"{'confidence': -0.0073002658708833336, 'final': False}",83,2,False
1940s,-0.00,18,"{'confidence': -0.0005629156666666666, 'final': True}",83,2,True
1940s,-0.00,24,"{'confidence': -8.580192333333334e-05, 'final': True}",83,2,True
1940s,-0.00,26,"{'confidence': -3.0883619216666666e-05, 'final': True}",83,2,True
1940s,-0.07,6,"{'confidence': -0.06968376043843334, 'final': False}",83,3,False
1940s,-0.00,13,"{'confidence': -2.8221404216666665e-05, 'final': True}",83,3,True
1940s,-0.00,17,"{'confidence': -4.673746e-06, 'final': True}",83,3,True
1940s,-0.00,17,"{'confidence': -4.673746e-06, 'final': True}",83,3,True
Hinduism,-0.20,6,"{'confidence': -0.19939920773601, 'final': False}",84,0,False
Jainism,-0.01,10,"{'confidence': -0.00943380489, 'final': False}",84,0,False
Indian Rebellion of 1857,-0.01,15,"{'confidence': -0.009955002278490001, 'final': False}",84,0,False
Ghost Dance,-0.12,22,"{'confidence': -0.1207545915455, 'final': False}",84,0,False
Sikhism,-0.61,5,"{'confidence': -0.6095989198333334, 'final': False}",84,1,False
Cham Bani,-0.02,11,"{'confidence': -0.024318981774999998, 'final': False}",84,1,False
Cham Bani,-0.00,17,"{'confidence': -0.00222212688, 'final': True}",84,1,True
Cham Bani,-0.12,21,"{'confidence': -0.1237311468655, 'final': False}",84,1,False
Buddhism,-0.00,6,"{'confidence': -2.7819061237500004e-05, 'final': True}",84,2,True
Islam in Myanmar,-0.43,11,"{'confidence': -0.43152264999999995, 'final': False}",84,2,False
Islam,-0.18,15,"{'confidence': -0.18424082, 'final': False}",84,2,False
Islam,-0.04,6,"{'confidence': -0.03902553, 'final': False}",84,3,False
Buddhism in Myanmar,-0.13,13,"{'confidence': -0.126970708917, 'final': False}",84,3,False
Islam in Myanmar,-0.08,18,"{'confidence': -0.07977834, 'final': False}",84,3,False
Islam,-0.00,6,"{'confidence': -1.1041146e-05, 'final': True}",84,4,True
Islam,-0.00,11,"{'confidence': -1.8431772e-05, 'final': True}",84,4,True
Islam,-0.00,16,"{'confidence': -1.0325924e-05, 'final': True}",84,4,True
Islam,-0.00,17,"{'confidence': -7.226629e-06, 'final': True}",84,4,True
Islam,-0.00,17,"{'confidence': -7.226629e-06, 'final': True}",84,4,True
Pantanal,-0.16,9,"{'confidence': -0.15846264203106666, 'final': False}",85,0,False
Great Lakes,-0.46,16,"{'confidence': -0.45622213, 'final': False}",85,0,False
Mount Olympus,-0.08,23,"{'confidence': -0.079202622, 'final': False}",85,0,False
Southern Ocean,-0.29,29,"{'confidence': -0.28975134351, 'final': False}",85,0,False
Indian Ocean,-0.01,33,"{'confidence': -0.01189950641732, 'final': False}",85,0,False
Indian Ocean,-0.03,5,"{'confidence': -0.03035462465765, 'final': False}",85,1,False
Indian Ocean,-0.15,10,"{'confidence': -0.14896231225035, 'final': False}",85,1,False
Indian Ocean,-0.04,17,"{'confidence': -0.03835713863015, 'final': False}",85,1,False
Indian Ocean,-0.29,24,"{'confidence': -0.2866403830466, 'final': False}",85,1,False
Black Sea,-0.29,9,"{'confidence': -0.287572206408165, 'final': False}",85,2,False
Black Sea,-0.59,15,"{'confidence': -0.594527856408165, 'final': False}",85,2,False
Black Sea,-0.07,20,"{'confidence': -0.06785986600999999, 'final': False}",85,2,False
Indus River,-0.01,26,"{'confidence': -0.00584604979755, 'final': False}",85,2,False
Indus River,-0.00,33,"{'confidence': -0.00014825495700999998, 'final': True}",85,2,True
Indus River,-0.00,37,"{'confidence': -3.821958044333333e-05, 'final': True}",85,2,True
Indus River,-0.00,7,"{'confidence': -0.00012407005943333333, 'final': True}",85,3,True
Indus River,-0.00,13,"{'confidence': -2.0854421666666669e-07, 'final': True}",85,3,True
Indus River,-0.00,13,"{'confidence': -2.0854421666666669e-07, 'final': True}",85,3,True
None,-0.20,6,"{'confidence': -0.20155913, 'final': False}",86,0,False
"Roy, Kansas",-0.90,12,"{'confidence': -0.8997413333333334, 'final': False}",86,0,False
Reuben,-0.00,18,"{'confidence': -0.0029124180525, 'final': True}",86,0,True
Reuben,-0.00,24,"{'confidence': -0.0023238618393, 'final': True}",86,0,True
Amenhotep III,-0.11,31,"{'confidence': -0.10517613682905999, 'final': False}",86,0,False
Merneptah,-0.25,5,"{'confidence': -0.24768681285391247, 'final': False}",86,1,False
Ramesses II,-0.35,10,"{'confidence': -0.3460803467891, 'final': False}",86,1,False
Merneptah,-0.18,17,"{'confidence': -0.1758194842182375, 'final': False}",86,1,False
Ramesses II,-0.01,23,"{'confidence': -0.010822251475766667, 'final': False}",86,1,False
Ramesses II,-0.00,27,"{'confidence': -0.00037084947088333333, 'final': True}",86,1,True
Ramesses II,-0.00,6,"{'confidence': -0.00037704074856666664, 'final': True}",86,2,True
Ramesses II,-0.01,13,"{'confidence': -0.007822523358333333, 'final': False}",86,2,False
Ramesses II,-0.05,20,"{'confidence': -0.045765699024333334, 'final': False}",86,2,False
Ramesses II,-0.01,23,"{'confidence': -0.006002361543666666, 'final': False}",86,2,False
Ramesses II,-0.00,8,"{'confidence': -0.002397879359166667, 'final': True}",86,3,True
